custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id,predict_SVM,predict_randomForest,predict_logistic,Final
44.00374618,7,0,3,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,999,0,213,0,0,0,0
37,1,1,0,0,1,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,214,0,0,0,0
35,0,2,3,0,0,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,215,0,0,0,0
54,4,1,6,0,1,1,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,216,0,0,0,0
27,3,1,2,0,1,0,1,4,3,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,217,0,0,0,0
51,4,1,6,0,0,1,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,218,0,0,0,0
37,0,2,3,0,1,0,0,7,0,2,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,219,0,0,0,0
44.41,0,0,3,0,0,0,0,6,3,1,9,1,2,-1.8,92.893,-46.2,1.266,5099.1,0.3,4,220,0,1,0,0
45.52497196,7,1,3,0,0,1,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,221,0,0,0,0
44.5,0,1,6,0,1,0,1,8,4,2,999,0,1,-3.4,92.431,-26.9,0.735,5017.5,999,0,222,0,0,0,0
36,3,1,1,0,0,0,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,223,0,0,0,0
44,9,2,5,0,1,1,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,224,0,0,0,0
35,9,0,5,0,1,1,0,4,4,1,999,0,1,-1.7,94.055,-39.8,0.739,4991.6,999,0,225,0,1,0,0
51,7,1,1,0,0,0,0,0,2,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,0,226,0,1,1,1
27,2,1,6,0,1,0,0,6,1,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,999,2,227,0,0,0,0
38.07151053,9,2,3,0,1,1,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,228,0,0,0,0
44,7,1,3,0,0,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,229,0,0,0,0
56,9,1,5,0,0,0,0,7,2,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,230,0,0,0,0
54,9,1,5,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,231,0,0,0,0
34,7,1,5,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,232,0,0,0,0
50,0,0,0,0,1,0,0,6,1,11,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,999,0,233,0,0,0,0
39,0,0,3,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,234,0,0,0,0
40.74409006,10,1,6,0,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,235,0,0,0,0
50,0,0,6,0,1,1,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,999,0,236,0,1,0,0
60,9,1,0,0,1,0,0,8,2,6,999,2,0,-3.4,92.431,-26.9,0.722,5017.5,999,6,237,0,0,0,0
35,1,2,0,0,1,0,1,4,4,15,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,238,0,0,0,0
37.49415618,2,1,6,0,0,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,239,0,0,0,0
40.80818535,7,1,3,0,0,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,240,0,0,0,0
32,0,1,6,0,1,0,0,7,4,3,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,241,0,0,0,0
29,7,1,3,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,242,0,0,0,0
45,4,1,2,0,1,1,1,6,1,4,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,243,0,0,0,0
41,9,0,5,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,244,0,0,0,0
44,2,1,1,0,1,0,0,7,0,4,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,245,0,0,0,0
42,7,2,3,0,1,0,0,6,3,2,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,999,0,246,0,0,0,0
35,0,2,3,0,1,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,247,0,0,0,0
36,1,2,2,0,1,0,0,7,3,2,999,1,0,-0.1,93.2,-42,4.153,5195.8,999,2,248,0,0,0,0
34,1,1,2,0,1,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,249,0,0,0,0
53,7,1,3,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,250,0,0,0,0
34.69409231,0,2,6,0,0,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,251,0,0,0,0
28,2,2,5,0,1,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,252,0,0,0,0
36.90946628,1,2,6,0,1,0,0,7,1,2,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,253,0,0,0,0
50,0,2,3,0,1,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,254,0,0,0,0
33.17975263,9,2,5,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,255,0,0,0,0
27,9,2,5,0,0,0,0,4,3,2,999,0,1,-1.7,94.055,-39.8,0.737,4991.6,999,0,256,0,0,0,0
29,6,1,5,0,0,0,0,5,4,1,999,0,1,-1.8,92.843,-50,1.663,5099.1,999,0,257,0,0,0,0
29,0,2,3,0,1,0,0,6,2,11,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,258,0,0,0,0
39.99305556,0,1,3,0,0,0,0,6,1,3,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,999,0,259,0,0,0,0
37,0,0,3,0,0,0,1,6,2,10,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,260,0,0,0,0
48,1,1,0,0,0,1,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,261,0,0,0,0
40,1,1,2,0,1,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,262,0,0,0,0
44,7,0,3,0,0,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,263,0,0,0,0
33,1,2,0,0,1,0,0,6,0,3,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,999,0,264,0,0,0,0
50,9,1,3,0,0,0,0,7,1,1,999,1,0,-0.1,93.2,-42,4.191,5195.8,999,0,265,0,0,0,0
31,0,1,3,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,266,0,0,0,0
32,4,2,6,0,1,0,0,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,267,0,0,0,0
27,1,0,1,0,1,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,268,0,0,0,0
43.61999325,10,1,5,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,269,0,0,0,0
46.10065117,1,1,0,0,1,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,270,0,0,0,0
29,0,1,3,0,1,0,0,4,3,2,13,1,2,-1.7,94.055,-39.8,0.723,4991.6,0.433333333,1,271,1,1,1,1
30,1,2,0,0,0,0,1,4,0,22,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,272,0,0,0,0
60,4,1,5,0,1,0,0,3,2,4,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,273,0,0,0,0
27,7,2,2,0,0,0,0,3,2,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,274,0,0,0,0
34,7,2,3,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,275,0,0,0,0
32,1,1,2,0,0,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,999,0,276,0,0,0,0
31,8,2,6,0,0,0,0,1,1,2,999,1,0,-1.7,94.027,-38.3,0.898,4991.6,999,3,277,0,0,0,0
46,0,1,3,0,0,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,278,0,0,0,0
38,1,1,5,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,279,0,0,0,0
45.88392852,4,0,6,0,0,0,0,6,1,3,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,999,1,280,0,0,0,0
30,8,2,5,0,1,0,1,9,1,3,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,999,0,281,0,0,0,0
37,4,1,6,0,0,0,1,6,0,4,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,282,0,0,0,0
39,1,0,0,0,0,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,283,0,0,0,0
41.49936568,2,1,6,0,1,0,0,1,1,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,284,0,0,0,0
45.8,0,1,3,0,1,0,0,6,2,4,999,3,0,-1.8,93.876,-40,0.692,5008.7,999,12,285,0,0,0,0
32,7,2,6,0,0,1,0,6,0,3,999,0,1,-1.8,93.876,-40,0.699,5008.7,999,0,286,0,1,0,0
38.87392706,0,1,6,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,287,0,0,0,0
27,1,1,0,0,0,0,0,6,3,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,288,0,0,0,0
46,1,0,2,0,0,1,0,0,4,1,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,999,0,289,0,0,0,0
58,6,0,0,0,1,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,290,0,0,0,0
34,9,2,5,0,0,0,0,5,0,1,999,0,1,-1.8,92.843,-50,1.726,5099.1,999,0,291,0,1,0,0
37,9,1,2,0,1,0,1,6,1,3,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,292,0,0,0,0
36.7692661,1,1,2,0,1,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,293,0,0,0,0
35,0,1,3,0,1,0,0,6,0,2,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,999,1,294,0,0,0,0
31,4,1,6,0,0,0,1,4,0,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,999,0,295,0,0,0,0
37,1,0,5,0,1,0,0,6,3,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,296,0,0,0,0
44.08010629,9,1,5,0,1,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,297,0,0,0,0
54,6,1,6,0,0,1,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,298,0,0,0,0
33,0,2,6,0,1,0,0,1,4,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,299,0,0,0,0
47,9,1,5,0,1,0,0,7,0,1,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,300,0,0,0,0
44,10,1,3,0,1,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,301,0,0,0,0
36,0,2,3,0,0,0,1,6,2,3,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,302,0,0,0,0
40,7,2,3,0,0,0,0,7,0,3,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,303,0,0,0,0
42,0,1,3,0,0,0,0,0,0,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,304,0,0,0,0
38,9,0,5,0,1,1,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,305,0,0,0,0
66,0,1,6,0,0,0,0,1,1,2,4,1,2,-2.9,92.201,-31.4,0.884,5076.2,0.133333333,0,306,1,1,1,1
41,7,1,3,0,0,0,0,0,1,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,1,307,0,0,0,0
36,6,1,3,0,0,0,0,1,1,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,308,0,0,0,0
52,9,2,5,0,0,0,1,6,2,4,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,309,0,0,0,0
36,4,1,3,0,0,0,0,3,4,10,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,310,0,0,0,0
38,9,1,2,0,1,1,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,311,0,0,0,0
45,1,1,2,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,312,0,0,0,0
39.99094764,1,1,1,0,1,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,313,0,0,0,0
38.22149123,1,1,2,0,0,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,999,0,314,0,0,0,0
41,1,1,2,0,1,0,0,6,2,3,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,999,2,315,0,0,0,0
37,3,2,3,0,1,0,0,3,4,8,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,316,0,0,0,0
38,4,1,6,0,0,0,0,3,3,5,999,0,1,-2.9,92.469,-33.6,0.908,5076.2,999,0,317,0,0,0,0
72,5,1,0,0,1,1,0,1,0,8,999,1,0,-2.9,92.201,-31.4,0.825,5076.2,999,1,318,0,0,0,0
39.49308607,4,1,6,0,0,1,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,319,0,0,0,0
48,3,1,1,0,0,0,0,7,4,4,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,320,0,0,0,0
58,10,1,0,0,1,0,0,5,2,4,999,0,1,-1.8,92.843,-50,1.538,5099.1,999,0,321,0,0,0,0
25,9,2,5,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,322,0,0,0,0
42,1,1,2,0,1,0,0,2,4,2,999,0,1,-3,92.713,-33,0.721,5023.5,999,0,323,0,0,0,0
42.04676384,3,1,6,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,324,0,0,0,0
32,9,0,5,0,1,1,0,5,3,1,999,0,1,-1.8,92.843,-50,1.556,5099.1,999,0,325,0,0,0,0
39.10816997,2,1,1,0,1,1,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,326,0,0,0,0
42,4,1,6,0,0,0,1,8,3,1,3,1,2,-3.4,92.431,-26.9,0.728,5017.5,0.1,2,327,1,0,1,1
36,9,2,5,0,0,0,0,3,2,4,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,328,0,0,0,0
40,1,1,1,0,1,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,329,0,0,0,0
38,4,1,6,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,330,0,0,0,0
40,0,2,2,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,331,0,0,0,0
33,1,1,2,0,1,0,0,3,3,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,332,0,0,0,0
38,1,1,0,0,0,1,1,6,1,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,999,2,333,0,0,0,0
24,1,1,2,0,0,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,334,0,0,0,0
71,1,0,0,0,0,0,0,1,2,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,999,0,335,0,0,0,0
32,1,1,1,0,0,1,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,336,0,0,0,0
58,9,0,5,0,1,0,0,1,3,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,337,0,0,0,0
26,6,1,6,0,0,0,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,999,0,338,0,0,0,0
46,1,1,0,0,1,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,339,0,0,0,0
39,7,1,3,0,0,0,0,0,2,2,999,2,0,-1.8,93.075,-47.1,1.483,5099.1,999,10,340,0,0,0,0
33,9,1,5,0,0,1,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,341,0,0,0,0
49,1,1,2,0,0,0,1,4,0,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,342,0,0,0,0
37,1,2,1,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,343,0,0,0,0
28,0,1,6,0,1,0,0,4,2,1,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,999,2,344,0,0,0,0
48,7,2,3,0,0,1,1,4,3,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,345,0,0,0,0
54,5,1,3,0,0,0,1,6,3,10,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,346,0,0,0,0
33,5,1,3,0,1,0,0,6,3,3,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,347,0,0,0,0
25,8,2,3,0,0,0,0,6,2,7,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,348,0,0,0,0
37.60460747,1,2,1,0,1,0,0,7,2,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,349,0,0,0,0
57,3,1,3,0,0,0,1,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,350,0,0,0,0
49,1,1,1,0,1,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,351,0,0,0,0
42,6,1,6,0,0,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,352,0,0,0,0
38.51926989,1,1,0,0,0,0,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,999,0,353,0,0,0,0
42,4,0,6,0,0,0,0,8,2,1,999,0,1,-3.4,92.431,-26.9,0.741,5017.5,999,0,354,1,0,0,0
41,1,1,2,0,0,0,1,4,0,31,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,355,0,0,0,0
29,4,1,6,0,0,0,0,7,4,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,999,1,356,0,0,0,0
35,1,0,0,0,1,1,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,357,0,0,0,0
36.56926877,1,1,1,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,358,0,0,0,0
32,6,2,3,0,1,1,0,6,0,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,359,0,0,0,0
48,7,2,0,0,1,0,0,6,2,7,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,999,2,360,0,0,0,0
34,9,2,6,0,0,0,0,9,0,4,999,1,0,-1.1,94.199,-37.5,0.879,4963.6,999,2,361,0,0,0,0
41,0,1,3,0,0,0,0,6,4,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,999,2,362,0,0,0,0
29,6,1,6,0,0,0,0,6,3,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,363,0,0,0,0
30,0,1,6,0,0,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,999,0,364,0,0,0,0
32,4,0,6,0,0,0,0,7,4,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,365,0,0,0,0
51,1,1,1,0,1,1,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,366,0,0,0,0
45,1,1,0,0,1,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,367,0,0,0,0
38,1,1,0,0,1,1,0,6,4,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,999,4,368,0,0,0,0
43,4,1,1,0,0,0,0,0,4,1,999,1,0,-1.8,93.075,-47.1,1.415,5099.1,999,1,369,0,0,0,0
39.59738192,1,1,5,0,1,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,999,0,370,0,0,0,0
43,1,1,1,0,0,0,0,6,3,7,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,371,0,0,0,0
42.02168423,1,1,0,0,0,0,1,6,4,13,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,372,0,0,0,0
55,5,1,0,0,1,0,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,373,0,0,0,0
26,0,2,6,0,1,1,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,374,0,0,0,0
28,1,1,3,0,0,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.947,5228.1,999,0,375,0,0,0,0
37.47429664,0,1,3,0,0,0,1,3,0,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,999,0,376,0,0,0,0
20,8,2,2,0,0,1,0,1,4,1,999,0,1,-2.9,92.201,-31.4,0.884,5076.2,999,0,377,0,1,0,0
43,9,1,5,0,0,0,0,3,4,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,378,0,0,0,0
56,1,1,0,0,1,0,1,4,4,8,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,379,0,0,0,0
28,7,2,3,0,0,1,0,6,0,2,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,999,1,380,0,0,0,0
41,1,1,2,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,381,0,0,0,0
49,1,1,0,0,1,1,1,4,3,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,382,0,0,0,0
29.35,0,2,3,0,1,0,0,9,3,1,999,1,0,-1.1,94.199,-37.5,0.881,4963.6,999,3,383,0,0,0,0
33,10,1,2,0,1,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,384,0,0,0,0
46.681278,1,1,1,0,1,0,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,385,0,0,0,0
50,0,2,6,0,1,1,0,7,2,2,999,1,0,-0.1,93.2,-42,4.076,5195.8,999,3,386,0,0,0,0
32.11612958,0,2,6,0,1,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,387,0,0,0,0
32,0,2,6,0,0,0,0,4,3,2,4,1,2,-2.9,92.963,-40.8,1.262,5076.2,0.133333333,3,388,1,1,1,1
36,0,1,3,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,389,0,0,0,0
59,0,0,3,0,0,0,0,7,2,3,3,2,2,-1.1,94.767,-50.8,1.05,4963.6,0.1,4,390,0,0,1,0
44.05999574,9,1,5,0,1,1,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,391,0,0,0,0
34.51080816,1,2,2,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,392,0,0,0,0
35,2,1,3,0,0,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,393,0,0,0,0
31,0,2,3,0,0,0,0,3,4,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,394,0,0,0,0
43,4,1,6,0,0,0,0,1,3,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,395,0,0,0,0
45.00641026,9,1,5,0,0,0,0,9,3,1,999,0,1,-3.4,92.379,-29.8,0.788,5017.5,999,0,396,1,0,0,0
36,1,2,1,0,0,0,0,7,3,1,999,0,1,-1.1,94.767,-50.8,1.046,4963.6,999,0,397,0,0,0,0
50,9,1,6,0,1,0,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,398,0,0,0,0
42.58398378,1,1,0,0,0,0,1,6,0,14,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,399,0,0,0,0
32.1433833,9,2,6,0,1,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,400,0,0,0,0
54,0,0,6,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,401,0,0,0,0
43,1,2,1,0,1,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,402,0,0,0,0
40,1,1,2,0,1,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,403,0,0,0,0
33.52698896,0,2,6,0,1,1,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,404,0,0,0,0
28.5,7,2,6,0,1,0,0,4,3,2,999,2,0,-1.7,94.055,-39.8,0.702,4991.6,999,10,405,0,0,0,0
47,4,1,6,0,0,0,1,7,1,3,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,406,0,0,0,0
36,2,2,0,0,0,0,0,4,3,1,999,0,1,-2.9,92.963,-40.8,1.099,5076.2,999,0,407,0,0,0,0
39,2,2,1,0,1,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,408,0,0,0,0
48,1,1,1,0,1,0,1,4,1,8,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,409,0,0,0,0
38,0,1,3,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,410,0,0,0,0
23,7,2,3,0,1,1,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,411,0,0,0,0
39,1,1,2,0,0,0,1,6,3,4,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,412,0,0,0,0
53,9,1,5,0,0,0,0,6,3,5,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,999,1,413,0,0,0,0
32,7,1,3,0,1,0,1,6,4,2,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,999,0,414,0,0,0,0
32.6920604,9,2,6,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,415,0,0,0,0
32,9,2,6,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,416,0,0,0,0
54,9,1,5,0,1,1,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,417,0,0,0,0
44,0,1,3,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,418,0,0,0,0
35,0,2,6,0,0,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,419,0,0,0,0
31,1,1,3,0,0,0,0,7,4,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,420,0,0,0,0
40,0,1,6,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,421,0,0,0,0
34,1,1,2,0,1,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,422,0,0,0,0
43.13997998,1,1,0,0,1,0,1,4,1,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,423,0,0,0,0
37,1,2,2,0,1,1,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,424,0,0,0,0
82,5,1,6,0,1,0,0,8,3,1,999,0,1,-3.4,92.431,-26.9,0.744,5017.5,999,0,425,1,0,0,0
49,0,1,0,0,0,0,1,4,1,15,999,0,1,1.4,94.465,-41.8,4.96,5228.1,999,0,426,0,0,0,0
